publication_id,concept_label,concept_score
https://openalex.org/W2134967712,Operating system,0.27929356694221497
https://openalex.org/W2134967712,Mathematics,0.1249125599861145
https://openalex.org/W2134967712,Chemistry,0.12061074376106262
https://openalex.org/W2134967712,Thread (computing),0.08640816807746887
https://openalex.org/W2134967712,Geometry,0.0
https://openalex.org/W2134967712,Medicine,0.0
https://openalex.org/W2134967712,Gene,0.0
https://openalex.org/W2134967712,Biochemistry,0.0
https://openalex.org/W2134967712,In silico,0.0
https://openalex.org/W2134967712,Nursing,0.0
https://openalex.org/W2051978340,Medical genetics,0.6927087306976318
https://openalex.org/W2051978340,Workgroup,0.6349256038665771
https://openalex.org/W2051978340,Exome sequencing,0.6054781079292297
https://openalex.org/W2051978340,Context (archaeology),0.5783970355987549
https://openalex.org/W2051978340,Exome,0.5332229733467102
https://openalex.org/W2051978340,Genomics,0.5330480337142944
https://openalex.org/W2051978340,Genetic testing,0.45737671852111816
https://openalex.org/W2051978340,Genetics,0.4442348778247833
https://openalex.org/W2051978340,Whole genome sequencing,0.4177917242050171
https://openalex.org/W2051978340,Genetic association,0.4143868386745453
https://openalex.org/W2051978340,Computational biology,0.3601316809654236
https://openalex.org/W2051978340,Biology,0.3523225784301758
https://openalex.org/W2051978340,Bioinformatics,0.32303759455680847
https://openalex.org/W2051978340,Genome,0.20689421892166138
https://openalex.org/W2051978340,Computer science,0.19280385971069336
https://openalex.org/W2051978340,Single-nucleotide polymorphism,0.16274437308311462
https://openalex.org/W2051978340,Gene,0.1315501630306244
https://openalex.org/W2051978340,Genotype,0.10445600748062134
https://openalex.org/W2051978340,Mutation,0.10024502873420715
https://openalex.org/W2051978340,Computer network,0.0
https://openalex.org/W2051978340,Paleontology,0.0
https://openalex.org/W2102619694,Computer science,0.7910476922988892
https://openalex.org/W2102619694,Suite,0.7375205755233765
https://openalex.org/W2102619694,Annotation,0.6916934251785278
https://openalex.org/W2102619694,Unix,0.5994070172309875
https://openalex.org/W2102619694,Source code,0.5976645350456238
https://openalex.org/W2102619694,Software,0.5835461616516113
https://openalex.org/W2102619694,Genomics,0.5817607641220093
https://openalex.org/W2102619694,Data mining,0.47825729846954346
https://openalex.org/W2102619694,Software suite,0.4569973349571228
https://openalex.org/W2102619694,Information retrieval,0.43488502502441406
https://openalex.org/W2102619694,Feature (linguistics),0.4285608232021332
https://openalex.org/W2102619694,Genome,0.3037574291229248
https://openalex.org/W2102619694,Artificial intelligence,0.21657979488372803
https://openalex.org/W2102619694,Programming language,0.2070837914943695
https://openalex.org/W2102619694,Biology,0.10147431492805481
https://openalex.org/W2102619694,Archaeology,0.0
https://openalex.org/W2102619694,History,0.0
https://openalex.org/W2102619694,Biochemistry,0.0
https://openalex.org/W2102619694,Linguistics,0.0
https://openalex.org/W2102619694,Philosophy,0.0
https://openalex.org/W2102619694,Gene,0.0
https://openalex.org/W2970684805,Systematic review,0.533315122127533
https://openalex.org/W2970684805,Medicine,0.5176556706428528
https://openalex.org/W2970684805,Randomized controlled trial,0.5045734643936157
https://openalex.org/W2970684805,Publication bias,0.4742540419101715
https://openalex.org/W2970684805,Clinical trial,0.42311277985572815
https://openalex.org/W2970684805,MEDLINE,0.4072604179382324
https://openalex.org/W2970684805,Computer science,0.39250078797340393
https://openalex.org/W2970684805,Meta-analysis,0.3769868016242981
https://openalex.org/W2970684805,Medical physics,0.3722756505012512
https://openalex.org/W2970684805,Internal medicine,0.13073280453681946
https://openalex.org/W2970684805,Law,0.0
https://openalex.org/W2970684805,Political science,0.0
https://openalex.org/W2280404143,Sepsis,0.8699451088905334
https://openalex.org/W2280404143,Medicine,0.8337922096252441
https://openalex.org/W2280404143,Septic shock,0.8011101484298706
https://openalex.org/W2280404143,Intensive care medicine,0.7006258368492126
https://openalex.org/W2280404143,Organ dysfunction,0.665127694606781
https://openalex.org/W2280404143,Systemic inflammatory response syndrome,0.5821648836135864
https://openalex.org/W2280404143,SOFA score,0.5207162499427795
https://openalex.org/W2280404143,Epidemiology,0.4713418185710907
https://openalex.org/W2280404143,Shock (circulatory),0.44265931844711304
https://openalex.org/W2280404143,Immunology,0.31963467597961426
https://openalex.org/W2280404143,Internal medicine,0.18833184242248535
https://openalex.org/W2180229411,Python (programming language),0.807931661605835
https://openalex.org/W2180229411,Computer science,0.714674711227417
https://openalex.org/W2180229411,Automation,0.5735701322555542
https://openalex.org/W2180229411,Graphics,0.5545434951782227
https://openalex.org/W2180229411,Software,0.535729169845581
https://openalex.org/W2180229411,Computational science,0.4070265293121338
https://openalex.org/W2180229411,Algorithm,0.39991509914398193
https://openalex.org/W2180229411,Software engineering,0.358934611082077
https://openalex.org/W2180229411,Programming language,0.2695217728614807
https://openalex.org/W2180229411,Computer graphics (images),0.21209827065467834
https://openalex.org/W2180229411,Engineering,0.12776979804039001
https://openalex.org/W2180229411,Mechanical engineering,0.0
https://openalex.org/W4392145873,Insulin sensitivity,0.7484523057937622
https://openalex.org/W4392145873,Sugar,0.5783707499504089
https://openalex.org/W4392145873,Insulin,0.5165402293205261
https://openalex.org/W4392145873,Carbohydrate metabolism,0.49874329566955566
https://openalex.org/W4392145873,Metabolism,0.4800609052181244
https://openalex.org/W4392145873,Blood sugar,0.4526788890361786
https://openalex.org/W4392145873,Consumption (sociology),0.4380101263523102
https://openalex.org/W4392145873,Endocrinology,0.3982633650302887
https://openalex.org/W4392145873,Diabetes mellitus,0.39639055728912354
https://openalex.org/W4392145873,Internal medicine,0.36532115936279297
https://openalex.org/W4392145873,Food science,0.35726198554039
https://openalex.org/W4392145873,Biology,0.349374920129776
https://openalex.org/W4392145873,Medicine,0.34066125750541687
https://openalex.org/W4392145873,Chemistry,0.32783451676368713
https://openalex.org/W4392145873,Insulin resistance,0.215687096118927
https://openalex.org/W4392145873,Art,0.051440030336380005
https://openalex.org/W4392145873,Aesthetics,0.0
https://openalex.org/W1999574084,Computational biology,0.6858428120613098
https://openalex.org/W1999574084,RNA-Seq,0.6149810552597046
https://openalex.org/W1999574084,Genome,0.6081339120864868
https://openalex.org/W1999574084,Biology,0.604788064956665
https://openalex.org/W1999574084,Reference genome,0.5842535495758057
https://openalex.org/W1999574084,Gene,0.49712303280830383
https://openalex.org/W1999574084,DNA microarray,0.47706782817840576
https://openalex.org/W1999574084,Transcriptome,0.4619361162185669
https://openalex.org/W1999574084,Genetics,0.42158228158950806
https://openalex.org/W1999574084,Gene expression,0.25261390209198
https://openalex.org/W2963276645,Microbiome,0.7692012786865234
https://openalex.org/W2963276645,Scalability,0.6612159013748169
https://openalex.org/W2963276645,Extensibility,0.6170313954353333
https://openalex.org/W2963276645,Computer science,0.581027090549469
https://openalex.org/W2963276645,Computational biology,0.5356760621070862
https://openalex.org/W2963276645,Data science,0.3914947807788849
https://openalex.org/W2963276645,Biology,0.3179319202899933
https://openalex.org/W2963276645,Bioinformatics,0.2061787247657776
https://openalex.org/W2963276645,Database,0.15453827381134033
https://openalex.org/W2963276645,Programming language,0.11720123887062073
https://openalex.org/W2124985265,Biology,0.8509682416915894
https://openalex.org/W2124985265,Human genetics,0.7771162390708923
https://openalex.org/W2124985265,Human genome,0.6280904412269592
https://openalex.org/W2124985265,Genome,0.5975379347801208
https://openalex.org/W2124985265,Computational biology,0.5605996251106262
https://openalex.org/W2124985265,Genetics,0.5436074733734131
https://openalex.org/W2124985265,Genome Biology,0.5287090539932251
https://openalex.org/W2124985265,Computational genomics,0.5162801146507263
https://openalex.org/W2124985265,DNA,0.5098894834518433
https://openalex.org/W2124985265,DNA sequencing,0.4375864565372467
https://openalex.org/W2124985265,Evolutionary biology,0.419039785861969
https://openalex.org/W2124985265,Genomics,0.39258331060409546
https://openalex.org/W2124985265,Gene,0.21812677383422852
https://openalex.org/W2056279562,UniFrac,0.7004175782203674
https://openalex.org/W2056279562,Computer science,0.661179780960083
https://openalex.org/W2056279562,Data science,0.6590486168861389
https://openalex.org/W2056279562,Data mining,0.5434007048606873
https://openalex.org/W2056279562,Visualization,0.5426360964775085
https://openalex.org/W2056279562,Data visualization,0.48705628514289856
https://openalex.org/W2056279562,Graphics,0.48285943269729614
https://openalex.org/W2056279562,Microbiome,0.46862179040908813
https://openalex.org/W2056279562,R package,0.43922626972198486
https://openalex.org/W2056279562,Software,0.41683003306388855
https://openalex.org/W2056279562,Information retrieval,0.3782074451446533
https://openalex.org/W2056279562,Bioinformatics,0.28147774934768677
https://openalex.org/W2056279562,Biology,0.2093779742717743
https://openalex.org/W2056279562,Genetics,0.0
https://openalex.org/W2056279562,Computer graphics (images),0.0
https://openalex.org/W2056279562,16S ribosomal RNA,0.0
https://openalex.org/W2056279562,Computational science,0.0
https://openalex.org/W2056279562,Programming language,0.0
https://openalex.org/W2056279562,Bacteria,0.0
https://openalex.org/W2163341755,Phaser,0.9933281540870667
https://openalex.org/W2163341755,Molecular replacement,0.5923129320144653
https://openalex.org/W2163341755,Python (programming language),0.5862244367599487
https://openalex.org/W2163341755,Computer science,0.5321328639984131
https://openalex.org/W2163341755,Algorithm,0.5289105176925659
https://openalex.org/W2163341755,Software,0.4386933743953705
https://openalex.org/W2163341755,Crystallography,0.38231101632118225
https://openalex.org/W2163341755,Crystal structure,0.3630252182483673
https://openalex.org/W2163341755,Optics,0.31579160690307617
https://openalex.org/W2163341755,Physics,0.2672581672668457
https://openalex.org/W2163341755,Chemistry,0.20854485034942627
https://openalex.org/W2163341755,Programming language,0.15164488554000854
https://openalex.org/W2122825543,Elastic net regularization,0.8652974963188171
https://openalex.org/W2122825543,Regularization (linguistics),0.6383069753646851
https://openalex.org/W2122825543,Feature selection,0.5038465857505798
https://openalex.org/W2122825543,Variable (mathematics),0.4575996696949005
https://openalex.org/W2122825543,Computer science,0.4278355538845062
https://openalex.org/W2122825543,Mathematics,0.3908452093601227
https://openalex.org/W2122825543,Applied mathematics,0.3694790303707123
https://openalex.org/W2122825543,Mathematical optimization,0.33529749512672424
https://openalex.org/W2122825543,Algorithm,0.32155174016952515
https://openalex.org/W2122825543,Artificial intelligence,0.3082195222377777
https://openalex.org/W2122825543,Mathematical analysis,0.16729876399040222
https://openalex.org/W2104549677,1000 Genomes Project,0.6596741080284119
https://openalex.org/W2104549677,Genome,0.5927777886390686
https://openalex.org/W2104549677,Biology,0.5870188474655151
https://openalex.org/W2104549677,Reference genome,0.5823532938957214
https://openalex.org/W2104549677,Genetic variation,0.5792258381843567
https://openalex.org/W2104549677,Exome sequencing,0.5580496788024902
https://openalex.org/W2104549677,Single-nucleotide polymorphism,0.5544956922531128
https://openalex.org/W2104549677,Genetics,0.5537416934967041
https://openalex.org/W2104549677,Haplotype,0.5297934412956238
https://openalex.org/W2104549677,Indel,0.5285143852233887
https://openalex.org/W2104549677,Structural variation,0.5155425071716309
https://openalex.org/W2104549677,Tag SNP,0.4988093376159668
https://openalex.org/W2104549677,Genotyping,0.49519363045692444
https://openalex.org/W2104549677,Human genome,0.4877665638923645
https://openalex.org/W2104549677,Computational biology,0.46890130639076233
https://openalex.org/W2104549677,Human genetic variation,0.46719881892204285
https://openalex.org/W2104549677,Exome,0.4664895534515381
https://openalex.org/W2104549677,SNP genotyping,0.4226377606391907
https://openalex.org/W2104549677,Genome-wide association study,0.41653817892074585
https://openalex.org/W2104549677,Genotype,0.20878955721855164
https://openalex.org/W2104549677,Mutation,0.16898080706596375
https://openalex.org/W2104549677,Gene,0.15067875385284424
https://openalex.org/W2900569176,String (physics),0.6766728758811951
https://openalex.org/W2900569176,KEGG,0.6750853061676025
https://openalex.org/W2900569176,Biology,0.6289007663726807
https://openalex.org/W2900569176,Computational biology,0.5931608080863953
https://openalex.org/W2900569176,Computer science,0.48944273591041565
https://openalex.org/W2900569176,Cluster analysis,0.4722900986671448
https://openalex.org/W2900569176,Genome,0.45498907566070557
https://openalex.org/W2900569176,Data mining,0.44463470578193665
https://openalex.org/W2900569176,Interaction network,0.4307992160320282
https://openalex.org/W2900569176,Gene ontology,0.41916584968566895
https://openalex.org/W2900569176,Set (abstract data type),0.4162874221801758
https://openalex.org/W2900569176,Gene,0.2524731755256653
https://openalex.org/W2900569176,Machine learning,0.21071302890777588
https://openalex.org/W2900569176,Genetics,0.20602190494537354
https://openalex.org/W2900569176,Physics,0.0
https://openalex.org/W2900569176,Gene expression,0.0
https://openalex.org/W2900569176,Quantum mechanics,0.0
https://openalex.org/W2900569176,Programming language,0.0
https://openalex.org/W3092849554,Burden of disease,0.6977304220199585
https://openalex.org/W3092849554,Medicine,0.5043481588363647
https://openalex.org/W3092849554,Disease,0.49789977073669434
https://openalex.org/W3092849554,Disease burden,0.4721788465976715
https://openalex.org/W3092849554,Environmental health,0.4483446478843689
https://openalex.org/W3092849554,Pathology,0.09758061170578003
https://openalex.org/W2531269403,Psychological intervention,0.8379109501838684
https://openalex.org/W2531269403,Medicine,0.5872930288314819
https://openalex.org/W2531269403,Strengths and weaknesses,0.5695809721946716
https://openalex.org/W2531269403,Systematic review,0.5523392558097839
https://openalex.org/W2531269403,Harm,0.5276176929473877
https://openalex.org/W2531269403,Meta-analysis,0.4871029853820801
https://openalex.org/W2531269403,MEDLINE,0.4540763795375824
https://openalex.org/W2531269403,Psychology,0.2573462128639221
https://openalex.org/W2531269403,Nursing,0.12202504277229309
https://openalex.org/W2531269403,Pathology,0.0836808979511261
https://openalex.org/W2531269403,Social psychology,0.07648447155952454
https://openalex.org/W2531269403,Political science,0.0
https://openalex.org/W2531269403,Law,0.0
https://openalex.org/W1997183854,Biology,0.9437977075576782
https://openalex.org/W1997183854,Programmed cell death,0.584044337272644
https://openalex.org/W1997183854,Cell biology,0.4045311212539673
https://openalex.org/W1997183854,Apoptosis,0.2768837511539459
https://openalex.org/W1997183854,Biochemistry,0.236640065908432
https://openalex.org/W2149992227,dbSNP,0.8018985390663147
https://openalex.org/W2149992227,Perl,0.7651614546775818
https://openalex.org/W2149992227,Computer science,0.6644801497459412
https://openalex.org/W2149992227,Suite,0.5848119258880615
https://openalex.org/W2149992227,Software,0.5735538601875305
https://openalex.org/W2149992227,Exome,0.5672910809516907
https://openalex.org/W2149992227,Annotation,0.46321162581443787
https://openalex.org/W2149992227,Exome sequencing,0.36918359994888306
https://openalex.org/W2149992227,World Wide Web,0.30413755774497986
https://openalex.org/W2149992227,Single-nucleotide polymorphism,0.27272576093673706
https://openalex.org/W2149992227,Programming language,0.22410982847213745
https://openalex.org/W2149992227,Genetics,0.20370519161224365
https://openalex.org/W2149992227,Biology,0.20119285583496094
https://openalex.org/W2149992227,Artificial intelligence,0.15234750509262085
https://openalex.org/W2149992227,Mutation,0.11835461854934692
https://openalex.org/W2149992227,Gene,0.09557333588600159
https://openalex.org/W2149992227,Genotype,0.07835322618484497
https://openalex.org/W2149992227,Archaeology,0.0
https://openalex.org/W2149992227,History,0.0
https://openalex.org/W2965373594,Hyperparameter,0.9048327803611755
https://openalex.org/W2965373594,Computer science,0.7392182350158691
https://openalex.org/W2965373594,Replication (statistics),0.6915276646614075
https://openalex.org/W2965373594,Code (set theory),0.6303969621658325
https://openalex.org/W2965373594,Key (lock),0.6137202382087708
https://openalex.org/W2965373594,Language model,0.5329820513725281
https://openalex.org/W2965373594,Artificial intelligence,0.4992396831512451
https://openalex.org/W2965373594,Machine learning,0.4961768090724945
https://openalex.org/W2965373594,Training set,0.46392735838890076
https://openalex.org/W2965373594,Natural language processing,0.3498411178588867
https://openalex.org/W2965373594,Programming language,0.1653825342655182
https://openalex.org/W2965373594,Statistics,0.10682034492492676
https://openalex.org/W2965373594,Mathematics,0.08108815550804138
https://openalex.org/W2965373594,Set (abstract data type),0.07911321520805359
https://openalex.org/W2965373594,Computer security,0.07375958561897278
https://openalex.org/W1997476591,Biology,0.8815392255783081
https://openalex.org/W1997476591,Statistics,0.5648653507232666
https://openalex.org/W1997476591,Population,0.45308154821395874
https://openalex.org/W1997476591,Population structure,0.4302852749824524
https://openalex.org/W1997476591,Demography,0.17448937892913818
https://openalex.org/W1997476591,Mathematics,0.11222994327545166
https://openalex.org/W1997476591,Sociology,0.0
https://openalex.org/W2949177718,Biology,0.929631233215332
https://openalex.org/W2949177718,Computational biology,0.5100274682044983
https://openalex.org/W2949177718,Data integration,0.44733062386512756
https://openalex.org/W2949177718,Computer science,0.13379773497581482
https://openalex.org/W2949177718,Data mining,0.11016786098480225
https://openalex.org/W2133856765,Metagenomics,0.8709119558334351
https://openalex.org/W2133856765,Biology,0.8356318473815918
https://openalex.org/W2133856765,Computational biology,0.6618541479110718
https://openalex.org/W2133856765,Human genetics,0.6426740884780884
https://openalex.org/W2133856765,Genome Biology,0.5932316780090332
https://openalex.org/W2133856765,Biomarker discovery,0.5586557388305664
https://openalex.org/W2133856765,Evolutionary biology,0.4683643579483032
https://openalex.org/W2133856765,Biomarker,0.4389329254627228
https://openalex.org/W2133856765,Genomics,0.426724910736084
https://openalex.org/W2133856765,Genetics,0.3381273150444031
https://openalex.org/W2133856765,Bioinformatics,0.3205695152282715
https://openalex.org/W2133856765,Proteomics,0.31006425619125366
https://openalex.org/W2133856765,Genome,0.2687777876853943
https://openalex.org/W2133856765,Gene,0.15703719854354858
https://openalex.org/W2580767461,Golgi apparatus,0.8617566227912903
https://openalex.org/W2580767461,Cell biology,0.5797703266143799
https://openalex.org/W2580767461,Cilium,0.5730081796646118
https://openalex.org/W2580767461,Biology,0.35964328050613403
https://openalex.org/W2580767461,Endoplasmic reticulum,0.0
https://openalex.org/W2928665623,Computer science,0.7498632669448853
https://openalex.org/W2928665623,Interactome,0.6777277588844299
https://openalex.org/W2928665623,Annotation,0.579903244972229
https://openalex.org/W2928665623,Inference,0.5014593601226807
https://openalex.org/W2928665623,Pipeline (software),0.46248704195022583
https://openalex.org/W2928665623,Leverage (statistics),0.4564914107322693
https://openalex.org/W2928665623,Resource (disambiguation),0.45623230934143066
https://openalex.org/W2928665623,Data science,0.39577096700668335
https://openalex.org/W2928665623,Data mining,0.3815933167934418
https://openalex.org/W2928665623,Computational biology,0.3325192928314209
https://openalex.org/W2928665623,Artificial intelligence,0.20229434967041016
https://openalex.org/W2928665623,Biology,0.14939042925834656
https://openalex.org/W2928665623,Gene,0.10448846220970154
https://openalex.org/W2928665623,Computer network,0.0
https://openalex.org/W2928665623,Programming language,0.0
https://openalex.org/W2928665623,Biochemistry,0.0
https://openalex.org/W2133465414,Biology,0.6149577498435974
https://openalex.org/W2133465414,Data science,0.5851081013679504
https://openalex.org/W2133465414,Annotation,0.5574578642845154
https://openalex.org/W2133465414,Task (project management),0.5131352543830872
https://openalex.org/W2133465414,Computational biology,0.44449201226234436
https://openalex.org/W2133465414,Computer science,0.397876501083374
https://openalex.org/W2133465414,Bioinformatics,0.33921897411346436
https://openalex.org/W2133465414,Engineering,0.06328582763671875
https://openalex.org/W2133465414,Systems engineering,0.0
https://openalex.org/W2125065061,Covariate,0.6156277656555176
https://openalex.org/W2125065061,Cause of death,0.5558197498321533
https://openalex.org/W2125065061,Demography,0.543491542339325
https://openalex.org/W2125065061,Medicine,0.5180118680000305
https://openalex.org/W2125065061,Statistics,0.4522966146469116
https://openalex.org/W2125065061,Missing data,0.43697911500930786
https://openalex.org/W2125065061,Disease,0.39989426732063293
https://openalex.org/W2125065061,Mathematics,0.15310701727867126
https://openalex.org/W2125065061,Pathology,0.0
https://openalex.org/W2125065061,Sociology,0.0
https://openalex.org/W2912654919,Incidence (geometry),0.7433581948280334
https://openalex.org/W2912654919,Burden of disease,0.5724391937255859
https://openalex.org/W2912654919,Medicine,0.5583836436271667
https://openalex.org/W2912654919,Disease,0.4724835753440857
https://openalex.org/W2912654919,Environmental health,0.4570673704147339
https://openalex.org/W2912654919,Demography,0.41023820638656616
https://openalex.org/W2912654919,Geography,0.3634204864501953
https://openalex.org/W2912654919,Pathology,0.1403493583202362
https://openalex.org/W2912654919,Physics,0.0
https://openalex.org/W2912654919,Optics,0.0
https://openalex.org/W2912654919,Sociology,0.0
https://openalex.org/W2140729960,Biology,0.8931509256362915
https://openalex.org/W2140729960,Human genetics,0.7173441648483276
https://openalex.org/W2140729960,Genetics,0.6169547438621521
https://openalex.org/W2140729960,Gene,0.5641075968742371
https://openalex.org/W2140729960,Transcriptome,0.5549581050872803
https://openalex.org/W2140729960,Computational biology,0.515670895576477
https://openalex.org/W2140729960,Computational genomics,0.4908462166786194
https://openalex.org/W2140729960,Genome Biology,0.4602375030517578
https://openalex.org/W2140729960,Genomics,0.34941720962524414
https://openalex.org/W2140729960,Evolutionary biology,0.33077871799468994
https://openalex.org/W2140729960,Genome,0.26627403497695923
https://openalex.org/W2140729960,Gene expression,0.19981878995895386
https://openalex.org/W2099085143,Computer science,0.6667525768280029
https://openalex.org/W2099085143,Codebase,0.6420512199401855
https://openalex.org/W2099085143,Scalability,0.5402739644050598
https://openalex.org/W2099085143,Genome-wide association study,0.5037195086479187
https://openalex.org/W2099085143,Population,0.4763762652873993
https://openalex.org/W2099085143,Data mining,0.462213933467865
https://openalex.org/W2099085143,1000 Genomes Project,0.41854164004325867
https://openalex.org/W2099085143,Theoretical computer science,0.36785268783569336
https://openalex.org/W2099085143,Source code,0.3101435899734497
https://openalex.org/W2099085143,Biology,0.17727530002593994
https://openalex.org/W2099085143,Genetics,0.1448659896850586
https://openalex.org/W2099085143,Single-nucleotide polymorphism,0.0
https://openalex.org/W2099085143,Operating system,0.0
https://openalex.org/W2099085143,Demography,0.0
https://openalex.org/W2099085143,Sociology,0.0
https://openalex.org/W2099085143,Database,0.0
https://openalex.org/W2099085143,Gene,0.0
https://openalex.org/W2099085143,Genotype,0.0
https://openalex.org/W2751884637,Incidence (geometry),0.7112920880317688
https://openalex.org/W2751884637,Medicine,0.6231419444084167
https://openalex.org/W2751884637,Burden of disease,0.5833873748779297
https://openalex.org/W2751884637,Disease,0.5236461162567139
https://openalex.org/W2751884637,Environmental health,0.4794853627681732
https://openalex.org/W2751884637,Demography,0.35377806425094604
https://openalex.org/W2751884637,Pathology,0.13991668820381165
https://openalex.org/W2751884637,Sociology,0.0
https://openalex.org/W2751884637,Optics,0.0
https://openalex.org/W2751884637,Physics,0.0
https://openalex.org/W3144543375,Checklist,0.8919169902801514
https://openalex.org/W3144543375,Systematic review,0.8361490964889526
https://openalex.org/W3144543375,Medicine,0.7447241544723511
https://openalex.org/W3144543375,Guideline,0.7049692869186401
https://openalex.org/W3144543375,Statement (logic),0.5949721336364746
https://openalex.org/W3144543375,Terminology,0.5938802361488342
https://openalex.org/W3144543375,Presentation (obstetrics),0.522001326084137
https://openalex.org/W3144543375,MEDLINE,0.455545574426651
https://openalex.org/W3144543375,Management science,0.32949328422546387
https://openalex.org/W3144543375,Pathology,0.12116920948028564
https://openalex.org/W3144543375,Psychology,0.10928121209144592
https://openalex.org/W3144543375,Engineering,0.06331139802932739
https://openalex.org/W3144543375,Law,0.0
https://openalex.org/W3144543375,Linguistics,0.0
https://openalex.org/W3144543375,Philosophy,0.0
https://openalex.org/W3144543375,Political science,0.0
https://openalex.org/W3144543375,Radiology,0.0
https://openalex.org/W3144543375,Cognitive psychology,0.0
https://openalex.org/W2096283457,Biology,0.7182745337486267
https://openalex.org/W2096283457,Breast cancer,0.7127041816711426
https://openalex.org/W2096283457,Epigenetics,0.5937155485153198
https://openalex.org/W2096283457,GATA3,0.5287665128707886
https://openalex.org/W2096283457,Cancer research,0.47406119108200073
https://openalex.org/W2096283457,Gene,0.44843900203704834
https://openalex.org/W2096283457,microRNA,0.43741512298583984
https://openalex.org/W2096283457,DNA methylation,0.4295319616794586
https://openalex.org/W2096283457,Cancer,0.3927420675754547
https://openalex.org/W2096283457,Genetics,0.3777002692222595
https://openalex.org/W2096283457,Gene expression,0.30062705278396606
https://openalex.org/W2096283457,Transcription factor,0.1769532561302185
https://openalex.org/W2110052313,Medicine,0.7390699982643127
https://openalex.org/W2110052313,Environmental health,0.7141213417053223
https://openalex.org/W2110052313,Burden of disease,0.7023000121116638
https://openalex.org/W2110052313,Attributable risk,0.6161518692970276
https://openalex.org/W2110052313,Disease burden,0.6051012277603149
https://openalex.org/W2110052313,Disability-adjusted life year,0.5846619009971619
https://openalex.org/W2110052313,Years of potential life lost,0.5815194249153137
https://openalex.org/W2110052313,Risk assessment,0.5756056904792786
https://openalex.org/W2110052313,Relative risk,0.5610102415084839
https://openalex.org/W2110052313,Risk factor,0.5091940760612488
https://openalex.org/W2110052313,Disease,0.49889111518859863
https://openalex.org/W2110052313,Demography,0.3464873433113098
https://openalex.org/W2110052313,Confidence interval,0.2946649193763733
https://openalex.org/W2110052313,Life expectancy,0.27504870295524597
https://openalex.org/W2110052313,Population,0.16413837671279907
https://openalex.org/W2110052313,Pathology,0.0
https://openalex.org/W2110052313,Internal medicine,0.0
https://openalex.org/W2110052313,Sociology,0.0
https://openalex.org/W2110052313,Computer science,0.0
https://openalex.org/W2110052313,Computer security,0.0
https://openalex.org/W2128769815,Microbiome,0.8278478384017944
https://openalex.org/W2128769815,Metagenomics,0.7584229111671448
https://openalex.org/W2128769815,Biology,0.6747705936431885
https://openalex.org/W2128769815,Ecology,0.6547218561172485
https://openalex.org/W2128769815,Human Microbiome Project,0.5840378999710083
https://openalex.org/W2128769815,Niche,0.5147614479064941
https://openalex.org/W2128769815,Human microbiome,0.5101380944252014
https://openalex.org/W2128769815,Community,0.5060710310935974
https://openalex.org/W2128769815,Population,0.48571544885635376
https://openalex.org/W2128769815,Habitat,0.4501504898071289
https://openalex.org/W2128769815,Microbial ecology,0.4453139901161194
https://openalex.org/W2128769815,Evolutionary biology,0.3474726676940918
https://openalex.org/W2128769815,Genetics,0.15872535109519958
https://openalex.org/W2128769815,Medicine,0.12795865535736084
https://openalex.org/W2128769815,Environmental health,0.11622247099876404
https://openalex.org/W2128769815,Gene,0.094522625207901
