source_org_id,publication_id
CA_UNIVERSITY_OF_BRITISH_COLUMBIA_4c69247fde,https://openalex.org/W2110052313
AU_MONASH_UNIVERSITY_5adf1e4746,https://openalex.org/W2110052313
AU_THE_UNIVERSITY_OF_WESTERN_AUSTRALIA_f7d6b2c258,https://openalex.org/W2110052313
CA_HEALTH_CANADA_842ac62ae0,https://openalex.org/W2110052313
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2110052313
IR_TEHRAN_UNIVERSITY_OF_MEDICAL_SCIENCES_55cc3b7015,https://openalex.org/W2110052313
US_CARNEGIE_MELLON_UNIVERSITY_3036a86bca,https://openalex.org/W2110052313
CA_CA869673095_a720962127,https://openalex.org/W2110052313
NZ_UNIVERSITY_OF_OTAGO_6b875a5938,https://openalex.org/W2110052313
UK_GB991261800_b59b7ba284,https://openalex.org/W2110052313
US_COLUMBIA_UNIVERSITY_741e1225e9,https://openalex.org/W2110052313
AU_AU63942912684_3863ba3116,https://openalex.org/W2110052313
US_YESHIVA_UNIVERSITY_3c60100460,https://openalex.org/W2110052313
IE_IE6606490B_1116591dd6,https://openalex.org/W2110052313
NG_NG015824440001_013f18aef0,https://openalex.org/W2110052313
CN_FUDAN_UNIVERSITY_3f2c6bc883,https://openalex.org/W2110052313
KR_UNIVERSITY_OF_ULSAN_16addb6409,https://openalex.org/W2110052313
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2128769815
US_BAYLOR_COLLEGE_OF_MEDICINE_1177e2b50f,https://openalex.org/W2128769815
CA_UNIVERSITY_OF_GUELPH_79f8f1e54f,https://openalex.org/W2128769815
US_NEW_YORK_UNIVERSITY_990aa3e1bd,https://openalex.org/W2128769815
BE_BE0449012406_bfa4fc71db,https://openalex.org/W2128769815
US_UNIVERSITY_OF_NORTH_CAROLINA_AT_CHARLOTTE_0304a254e5,https://openalex.org/W2128769815
US_ICAHN_SCHOOL_OF_MEDICINE_AT_MOUNT_SINAI_f324e86270,https://openalex.org/W2345356016
AU_MONASH_UNIVERSITY_5adf1e4746,https://openalex.org/W3146142859
CA_UNIVERSITY_OF_OTTAWA_e82326be45,https://openalex.org/W3146142859
CA_MCMASTER_UNIVERSITY_a41fb79a8c,https://openalex.org/W3146142859
LB_AMERICAN_UNIVERSITY_OF_BEIRUT_9e4a8efc8d,https://openalex.org/W3146142859
UK_GB647205541_5de947cfbc,https://openalex.org/W3146142859
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W3146142859
UK_GB991261800_b59b7ba284,https://openalex.org/W3146142859
NA_UNIVERSITY_COLLEGE_LONDON_b48273dff7,https://openalex.org/W3146142859
UK_GB524371168_eaa3f3b4f2,https://openalex.org/W3146142859
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W3113178943
US_MAYO_CLINIC_1af55ddf94,https://openalex.org/W3113178943
US_FLORIDA_INTERNATIONAL_UNIVERSITY_df100bc9c6,https://openalex.org/W3113178943
CA_UNIVERSITY_OF_BRITISH_COLUMBIA_4c69247fde,https://openalex.org/W3113178943
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W3113178943
UK_GB248837911_e578a3c28b,https://openalex.org/W3113178943
US_UNIVERSITY_OF_KENTUCKY_a91a7ca68c,https://openalex.org/W3113178943
US_COLUMBIA_UNIVERSITY_741e1225e9,https://openalex.org/W3113178943
US_ICAHN_SCHOOL_OF_MEDICINE_AT_MOUNT_SINAI_f324e86270,https://openalex.org/W3113178943
BR_UNIVERSIDADE_FEDERAL_DO_RIO_DE_JANEIRO_5bf4af58dd,https://openalex.org/W3113178943
AU_AU15211513464_079b054633,https://openalex.org/W3113178943
ZA_UNIVERSITY_OF_CAPE_TOWN_44c47232a9,https://openalex.org/W3113178943
NG_NG015260250001_22ff1eb8e3,https://openalex.org/W3113178943
BR_UNIVERSIDADE_FEDERAL_DE_MINAS_GERAIS_37fc2d55a4,https://openalex.org/W3113178943
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2154589460
US_WHITEHEAD_INSTITUTE_FOR_BIOMEDICAL_RESEARCH_e38f35d74a,https://openalex.org/W2154589460
UK_GB248837911_e578a3c28b,https://openalex.org/W3029661147
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W3029661147
US_YALE_UNIVERSITY_578f715f4b,https://openalex.org/W3029661147
IL_UNIVERSITY_OF_HAIFA_231557c343,https://openalex.org/W3029661147
US_ICAHN_SCHOOL_OF_MEDICINE_AT_MOUNT_SINAI_f324e86270,https://openalex.org/W3029661147
UK_GB916583894_ae7ea88be1,https://openalex.org/W3029661147
NA_UNIVERSITY_OF_HELSINKI_83b398f56a,https://openalex.org/W3029661147
KR_SEOUL_NATIONAL_UNIVERSITY_a961f4a17c,https://openalex.org/W4281790889
US_MICHIGAN_STATE_UNIVERSITY_e00b2455da,https://openalex.org/W4281790889
SE_SE202100297301_fc14f4ad52,https://openalex.org/W2132262459
US_COLUMBIA_UNIVERSITY_741e1225e9,https://openalex.org/W2008869160
US_COLUMBIA_UNIVERSITY_741e1225e9,https://openalex.org/W4249727000
US_ICAHN_SCHOOL_OF_MEDICINE_AT_MOUNT_SINAI_f324e86270,https://openalex.org/W2070050178
US_YESHIVA_UNIVERSITY_3c60100460,https://openalex.org/W2096791516
US_BOSTON_COLLEGE_86e13a9239,https://openalex.org/W2096791516
UK_GB310498083_9bd73e9585,https://openalex.org/W2096791516
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2096791516
US_CORNELL_UNIVERSITY_bea73a7405,https://openalex.org/W2096791516
US_UNIVERSITY_OF_SOUTH_CAROLINA_fdd7db83cd,https://openalex.org/W2096528587
US_BROWN_UNIVERSITY_c940eda81f,https://openalex.org/W2127435093
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W2999615587
US_MAYO_CLINIC_1af55ddf94,https://openalex.org/W2123696077
US_DUKE_UNIVERSITY_33a311c67a,https://openalex.org/W2123696077
US_UNIVERSITY_OF_PITTSBURGH_9df4221f45,https://openalex.org/W2123696077
US_CEDARS_SINAI_MEDICAL_CENTER_6f7c666783,https://openalex.org/W2123696077
CA_UNIVERSITY_OF_BRITISH_COLUMBIA_4c69247fde,https://openalex.org/W2123696077
US_BAYLOR_COLLEGE_OF_MEDICINE_1177e2b50f,https://openalex.org/W2123696077
US_BROWN_UNIVERSITY_c940eda81f,https://openalex.org/W2123696077
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2123696077
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2123696077
US_UNIVERSITY_OF_SOUTHERN_CALIFORNIA_c748305479,https://openalex.org/W2123696077
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2171777347
US_CORNELL_UNIVERSITY_bea73a7405,https://openalex.org/W2171777347
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2396881363
SG_INSTITUTE_FOR_INFOCOMM_RESEARCH_eddcacef5b,https://openalex.org/W2396881363
US_UNIVERSITY_OF_SOUTH_CAROLINA_fdd7db83cd,https://openalex.org/W2149573313
TW_NATIONAL_TAIWAN_UNIVERSITY_a338e8b865,https://openalex.org/W3132661792
US_YALE_UNIVERSITY_578f715f4b,https://openalex.org/W3132661792
US_DUKE_UNIVERSITY_33a311c67a,https://openalex.org/W2025183726
US_WHITEHEAD_INSTITUTE_FOR_BIOMEDICAL_RESEARCH_e38f35d74a,https://openalex.org/W2134629862
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2134629862
US_UNIVERSITY_OF_PITTSBURGH_9df4221f45,https://openalex.org/W2998853022
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W2998853022
CA_UNIVERSITY_OF_BRITISH_COLUMBIA_4c69247fde,https://openalex.org/W2998853022
US_WHITEHEAD_INSTITUTE_FOR_BIOMEDICAL_RESEARCH_e38f35d74a,https://openalex.org/W2593816418
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2593816418
US_ALLEN_INSTITUTE_c9a130f27c,https://openalex.org/W2593816418
NZ_NZ011659071_b1b6ba7f82,https://openalex.org/W3197233575
US_BAYLOR_COLLEGE_OF_MEDICINE_1177e2b50f,https://openalex.org/W2973457155
US_DUKE_UNIVERSITY_33a311c67a,https://openalex.org/W2973457155
US_COLUMBIA_UNIVERSITY_741e1225e9,https://openalex.org/W2577537660
CA_YORK_UNIVERSITY_d7f259c8ec,https://openalex.org/W2577537660
US_COLUMBIA_UNIVERSITY_741e1225e9,https://openalex.org/W2762087180
US_UNIVERSITY_OF_PITTSBURGH_9df4221f45,https://openalex.org/W2762087180
AU_UNIVERSITY_OF_MELBOURNE_1c75671e3b,https://openalex.org/W2762087180
US_YALE_UNIVERSITY_578f715f4b,https://openalex.org/W2762087180
US_NEW_YORK_UNIVERSITY_990aa3e1bd,https://openalex.org/W2762087180
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2076154138
US_BAYLOR_COLLEGE_OF_MEDICINE_1177e2b50f,https://openalex.org/W2076154138
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W2076154138
CA_UNIVERSITY_OF_BRITISH_COLUMBIA_4c69247fde,https://openalex.org/W2076154138
NA_UNIVERSITY_OF_ZAGREB_18ae2073e1,https://openalex.org/W2076154138
AU_AU63942912684_3863ba3116,https://openalex.org/W2076154138
CA_SIMON_FRASER_UNIVERSITY_4aa91acb9b,https://openalex.org/W2076154138
US_COLD_SPRING_HARBOR_LABORATORY_f35e644f22,https://openalex.org/W2076154138
US_UNIVERSITY_OF_SOUTHERN_CALIFORNIA_c748305479,https://openalex.org/W2076154138
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W3109746568
CH_ETH_ZURICH_bdb715a47b,https://openalex.org/W2026062398
NZ_MASSEY_UNIVERSITY_9226a270c9,https://openalex.org/W2026062398
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2990618091
FR_FR91775741101_c36e058a63,https://openalex.org/W2039123767
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2169353806
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W2160995259
US_HUDSONALPHA_INSTITUTE_FOR_BIOTECHNOLOGY_2074347abe,https://openalex.org/W2160995259
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W2098082628
AU_AU63942912684_3863ba3116,https://openalex.org/W2098082628
EG_CAIRO_UNIVERSITY_e3cb217700,https://openalex.org/W2098082628
ET_MEKELLE_UNIVERSITY_cc6e05f32f,https://openalex.org/W2098082628
NA_UNIVERSITY_COLLEGE_LONDON_b48273dff7,https://openalex.org/W2098082628
UK_GB524371168_eaa3f3b4f2,https://openalex.org/W2098082628
US_CORNELL_UNIVERSITY_bea73a7405,https://openalex.org/W2098082628
ES_ESQ0618001B_33c52096fc,https://openalex.org/W2098082628
NA_SWISS_TROPICAL_AND_PUBLIC_HEALTH_INSTITUTE_9c95be1929,https://openalex.org/W2098082628
US_UNIVERSITY_OF_SOUTHERN_CALIFORNIA_c748305479,https://openalex.org/W2126547130
CA_UNIVERSITY_OF_BRITISH_COLUMBIA_4c69247fde,https://openalex.org/W2126547130
US_VANDERBILT_UNIVERSITY_2c391b4fab,https://openalex.org/W2126547130
KR_UNIVERSITY_OF_ULSAN_16addb6409,https://openalex.org/W2126547130
US_DUKE_UNIVERSITY_33a311c67a,https://openalex.org/W2126547130
US_UNIVERSITY_OF_PITTSBURGH_9df4221f45,https://openalex.org/W2126547130
US_BROWN_UNIVERSITY_c940eda81f,https://openalex.org/W2126547130
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W2126547130
US_YESHIVA_UNIVERSITY_3c60100460,https://openalex.org/W1994823455
CA_UNIVERSITY_OF_BRITISH_COLUMBIA_4c69247fde,https://openalex.org/W2005895632
UK_GB654910528_11a0144aa6,https://openalex.org/W2005895632
UK_GB627403551_0eb3d8756c,https://openalex.org/W2005895632
US_UNIVERSITY_OF_SOUTHERN_CALIFORNIA_c748305479,https://openalex.org/W2005895632
US_OREGON_STATE_UNIVERSITY_4c84b090e3,https://openalex.org/W2122386753
US_BAYLOR_COLLEGE_OF_MEDICINE_1177e2b50f,https://openalex.org/W2058401000
CN_CHINESE_ACADEMY_OF_SCIENCES_297a58e2e3,https://openalex.org/W2058401000
HK_HONG_KONG_UNIVERSITY_OF_SCIENCE_AND_TECHNOLOGY_52ea135e0b,https://openalex.org/W2058401000
CN_BEIJING_NORMAL_UNIVERSITY_52cb1ac202,https://openalex.org/W2058401000
JP_UNIVERSITY_OF_TSUKUBA_a2341373cb,https://openalex.org/W2058401000
US_HOWARD_UNIVERSITY_db352a265a,https://openalex.org/W2058401000
NG_NG015260250001_22ff1eb8e3,https://openalex.org/W2058401000
US_UNIVERSITY_OF_UTAH_f6ce84d591,https://openalex.org/W2058401000
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2058401000
US_NORTH_CAROLINA_STATE_UNIVERSITY_1e66637b30,https://openalex.org/W2058401000
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2058401000
JP_KYOTO_UNIVERSITY_eab5f80be0,https://openalex.org/W2058401000
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2153860431
AU_AU63942912684_3863ba3116,https://openalex.org/W2153860431
CA_ONTARIO_INSTITUTE_FOR_CANCER_RESEARCH_52a2f5c431,https://openalex.org/W1989277387
US_NEW_YORK_UNIVERSITY_990aa3e1bd,https://openalex.org/W1989277387
US_COLD_SPRING_HARBOR_LABORATORY_f35e644f22,https://openalex.org/W1989277387
US_NATIONAL_INSTITUTE_ON_AGING_7d80711af0,https://openalex.org/W2752326209
US_UNIVERSITY_OF_FLORIDA_87dde24319,https://openalex.org/W2752326209
IL_IL500701644_4280cc3b89,https://openalex.org/W2752326209
US_ICAHN_SCHOOL_OF_MEDICINE_AT_MOUNT_SINAI_f324e86270,https://openalex.org/W2752326209
QA_SIDRA_MEDICAL_AND_RESEARCH_CENTER_d8345cec64,https://openalex.org/W2752326209
ES_ESQ3318001I_32bfb4bfd2,https://openalex.org/W2752326209
FR_FR65775684897_82f8f3d383,https://openalex.org/W2752326209
AR_UNIVERSIDAD_DE_BUENOS_AIRES_a3bfcbe54c,https://openalex.org/W2752326209
NA_UNIVERSITY_COLLEGE_LONDON_b48273dff7,https://openalex.org/W2752326209
UK_GB524371168_eaa3f3b4f2,https://openalex.org/W2752326209
JP_THE_UNIVERSITY_OF_OSAKA_2c7ba3b674,https://openalex.org/W2752326209
US_THE_OHIO_STATE_UNIVERSITY_3ff47a2d90,https://openalex.org/W2752326209
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2752326209
UK_GB916583894_ae7ea88be1,https://openalex.org/W2752326209
ES_ESQ5018001G_174b662ab0,https://openalex.org/W2752326209
AU_GRIFFITH_UNIVERSITY_948f51e241,https://openalex.org/W2752326209
IL_IL520016858_283f994fa2,https://openalex.org/W2752326209
UK_UNIVERSITY_OF_SUNDERLAND_e49ef3775a,https://openalex.org/W2752326209
JP_KYOTO_UNIVERSITY_eab5f80be0,https://openalex.org/W2752326209
US_UNIVERSITY_OF_SOUTHERN_CALIFORNIA_c748305479,https://openalex.org/W2752326209
AU_MACQUARIE_UNIVERSITY_1128ded12a,https://openalex.org/W2752326209
IL_IL589931187_ac5345756d,https://openalex.org/W2752326209
JP_UNIVERSITY_OF_TOYAMA_1eb9493a23,https://openalex.org/W2752326209
IT_IT00577500101_1fd4e9d2a5,https://openalex.org/W2752326209
KR_KYUNGPOOK_NATIONAL_UNIVERSITY_9b16b6bb0c,https://openalex.org/W2752326209
KR_YONSEI_UNIVERSITY_75fcc98c80,https://openalex.org/W2752326209
NA_UNIVERSITY_COLLEGE_LONDON_b48273dff7,https://openalex.org/W2329336071
UK_GB524371168_eaa3f3b4f2,https://openalex.org/W2329336071
CN_CHINESE_ACADEMY_OF_SCIENCES_297a58e2e3,https://openalex.org/W2903899730
UK_GB627403551_0eb3d8756c,https://openalex.org/W2559537906
AU_MONASH_UNIVERSITY_5adf1e4746,https://openalex.org/W2559537906
US_THE_OHIO_STATE_UNIVERSITY_3ff47a2d90,https://openalex.org/W2559537906
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2180481128
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2180481128
US_BAYLOR_COLLEGE_OF_MEDICINE_1177e2b50f,https://openalex.org/W2180481128
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W2754967293
NZ_NZ011659071_b1b6ba7f82,https://openalex.org/W2754967293
US_UNIVERSITY_OF_PITTSBURGH_9df4221f45,https://openalex.org/W2141647078
US_UNIVERSITY_OF_WASHINGTON_e25b14874f,https://openalex.org/W3186179742
ZA_UNIVERSITY_OF_THE_FREE_STATE_cbcab0887a,https://openalex.org/W3186179742
CA_UNIVERSITY_OF_VICTORIA_c15e0b39bb,https://openalex.org/W3186179742
CA_UNIVERSITY_OF_BRITISH_COLUMBIA_4c69247fde,https://openalex.org/W3186179742
UK_GB627403551_0eb3d8756c,https://openalex.org/W3133859624
IL_IL520016858_283f994fa2,https://openalex.org/W2622807556
US_WHITEHEAD_INSTITUTE_FOR_BIOMEDICAL_RESEARCH_e38f35d74a,https://openalex.org/W2107554012
US_MASSACHUSETTS_INSTITUTE_OF_TECHNOLOGY_69cb5dbd49,https://openalex.org/W2107554012
US_VANDERBILT_UNIVERSITY_2c391b4fab,https://openalex.org/W2134539328
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2379365975
US_CORNELL_UNIVERSITY_bea73a7405,https://openalex.org/W2154026962
AU_MONASH_UNIVERSITY_5adf1e4746,https://openalex.org/W4236476849
CA_UNIVERSITY_OF_OTTAWA_e82326be45,https://openalex.org/W4236476849
CA_MCMASTER_UNIVERSITY_a41fb79a8c,https://openalex.org/W4236476849
LB_AMERICAN_UNIVERSITY_OF_BEIRUT_9e4a8efc8d,https://openalex.org/W4236476849
UK_GB647205541_5de947cfbc,https://openalex.org/W4236476849
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W4236476849
UK_GB991261800_b59b7ba284,https://openalex.org/W4236476849
NA_UNIVERSITY_COLLEGE_LONDON_b48273dff7,https://openalex.org/W4236476849
UK_GB524371168_eaa3f3b4f2,https://openalex.org/W4236476849
US_JOHNS_HOPKINS_UNIVERSITY_44d48793e7,https://openalex.org/W2128030851
UK_GB568630414_f4fc849734,https://openalex.org/W2128030851
NA_UNIVERSITY_COLLEGE_LONDON_b48273dff7,https://openalex.org/W2128030851
UK_GB524371168_eaa3f3b4f2,https://openalex.org/W2128030851
HK_CITY_UNIVERSITY_OF_HONG_KONG_250abbcfe6,https://openalex.org/W1934094702
CH_CHE101064173MWST_4628291fbd,https://openalex.org/W1934094702
FR_FR91775741101_c36e058a63,https://openalex.org/W1934094702
